,y_pred,y_test
0,0.2238978193283202,0.23
1,0.23605588278823347,0.235
2,0.3441720639193175,0.331
3,0.4811469582421242,0.486
4,0.6684386807049693,0.664
5,0.8759284017469242,0.855
6,1.1855321008052169,1.174
7,1.760030165677172,1.74
8,0.13719910191291504,0.131
9,0.2320348216558118,0.238
10,0.23535912365133468,0.235
11,0.3434571444180404,0.33
12,0.48039142908134724,0.485
13,0.6676177801591523,0.663
14,0.8751977495610078,0.853
15,1.1847069425550476,1.172
16,1.7592650541452666,1.738
17,0.07614289721192713,0.073
18,0.24163909117204307,0.247
19,0.23465970933950697,0.234
20,0.3427242875127908,0.329
21,0.47966399108572777,0.483
22,0.6668019649329766,0.661
23,0.8743979676737967,0.852
24,1.183853819948458,1.17
25,1.7584176874805006,1.736
26,0.08706902347638015,0.084
27,0.25062166788641543,0.255
28,0.23396332760092442,0.233
29,0.3420155066478511,0.328
30,0.4789339114644115,0.482
31,0.6660405545926125,0.66
32,0.8735717965421522,0.85
33,1.1829670005148643,1.169
34,1.7577473208183925,1.734
35,0.10093442328426805,0.097
36,0.2537712297446908,0.258
37,0.23327126303878995,0.233
38,0.34128489458235095,0.327
39,0.4782024534477546,0.481
40,0.665259748975779,0.659
41,0.872714210170951,0.849
42,1.1822263607726593,1.167
43,1.7571167756977935,1.732
44,0.12952346493163633,0.124
45,0.25532079529313,0.259
46,0.2325765751208062,0.232
47,0.340572823527311,0.327
48,0.47747038778742357,0.48
49,0.6646171889702404,0.657
50,0.8719432746210708,0.847
51,1.1813039880471023,1.165
52,1.7564109406132893,1.73
53,0.1721977470303576,0.165
54,0.2566686318499701,0.261
55,0.2318808067021233,0.232
56,0.3398511408185272,0.326
57,0.4767501130999326,0.479
58,0.6640361628279674,0.656
59,0.8711982735241494,0.845
60,1.1804924001028732,1.163
61,1.7554605994064474,1.728
62,0.21492034021292394,0.206
63,0.2583234559348033,0.261
64,0.23119365573442002,0.231
65,0.3391335399148665,0.325
66,0.47600536166706253,0.478
67,0.663234254248419,0.655
68,0.8703573298537454,0.844
69,1.1797362898800365,1.161
70,1.7547451934399851,1.726
71,0.22601367829189523,0.215
72,0.14056117515551447,0.147
73,0.24866816392114655,0.247
74,0.35731012744719637,0.345
75,0.4944388490614003,0.505
76,0.6838720662982551,0.689
77,0.8905459852385781,0.883
78,1.2004048779714847,1.208
79,1.7727420320103473,1.777
80,0.18848349755463362,0.179
81,0.1499362793132777,0.156
82,0.24794848831318458,0.246
83,0.3565615662132326,0.345
84,0.4936408896883325,0.504
85,0.6829423988558385,0.688
86,0.8896893083983181,0.881
87,1.1996040183827419,1.206
88,1.7721360392032812,1.775
89,0.19130577959025125,0.181
90,0.14901411062288994,0.155
91,0.24723227840777007,0.246
92,0.35581431946251846,0.344
93,0.49289214103501894,0.503
94,0.6820933152004944,0.686
95,0.8887957401956266,0.88
96,1.1988277395773683,1.204
97,1.7713975281352288,1.772
98,0.20458949203125684,0.194
99,0.15706106081755783,0.163
100,0.246512296645656,0.245
101,0.3550638917994971,0.343
102,0.492107594823596,0.502
103,0.6812088537906476,0.685
104,0.8880077058108096,0.878
105,1.1979437662198136,1.202
106,1.770450203975388,1.77
107,0.22336046650035574,0.212
108,0.16921202644321112,0.174
109,0.24580233291938502,0.244
110,0.3543212344645199,0.342
111,0.4913514530925515,0.501
112,0.680308763717831,0.684
113,0.8871374501294574,0.877
114,1.1971150222499953,1.201
115,1.7698353672895917,1.768
116,0.23833076255750915,0.227
117,0.17552772393789878,0.18
