,y_pred,y_test
0,0.22629495034213098,0.23
1,0.23096031061595435,0.235
2,0.3285973039020478,0.331
3,0.4813746444400877,0.486
4,0.6589866604346102,0.664
5,0.8544640684532876,0.855
6,1.174878408644851,1.174
7,1.7453798648990235,1.74
8,0.13469695477976207,0.131
9,0.2324228743411123,0.238
10,0.23031074673295548,0.235
11,0.327826767071955,0.33
12,0.4801313504205431,0.485
13,0.6576700635872463,0.663
14,0.8534866176410552,0.853
15,1.1732601355224856,1.172
16,1.7433815863645832,1.738
17,0.06655120245036406,0.073
18,0.23923001790093945,0.247
19,0.22949948360626315,0.234
20,0.3269480787411765,0.329
21,0.4792111488065389,0.483
22,0.6563215854343158,0.661
23,0.852019103055361,0.852
24,1.1714971376882293,1.17
25,1.7410818284375018,1.736
26,0.07961436840608549,0.084
27,0.24525017162744644,0.255
28,0.2288469993738418,0.233
29,0.3260548070793088,0.328
30,0.4782612672965185,0.482
31,0.6550118489051422,0.66
32,0.8505987158057007,0.85
33,1.1695068898002645,1.169
34,1.7393935192719037,1.734
35,0.0946469391357534,0.097
36,0.24688127118703096,0.258
37,0.22821059523080645,0.233
38,0.32522568102947447,0.327
39,0.47712639226362374,0.481
40,0.6536572448956186,0.659
41,0.8488331284111046,0.849
42,1.168295372887372,1.167
43,1.7380627515719542,1.732
44,0.12475166685272354,0.124
45,0.247472433298916,0.259
46,0.22755999052320508,0.232
47,0.3244457914718675,0.327
48,0.4761453171031773,0.48
49,0.652690419415666,0.657
50,0.8474906098469481,0.847
51,1.1663077099292147,1.165
52,1.7363681975343268,1.73
53,0.16783549110197304,0.165
54,0.24782920735048863,0.261
55,0.22689762890995846,0.232
56,0.3236265802592606,0.326
57,0.4751967612102015,0.479
58,0.6514860409346435,0.656
59,0.8464643239202769,0.845
60,1.1647193808682712,1.163
61,1.7335949273243898,1.728
62,0.20740535530756854,0.206
63,0.24810519827616617,0.261
64,0.2262242237584522,0.231
65,0.32280429272851374,0.325
66,0.47414977454956975,0.478
67,0.650337202333698,0.655
68,0.8447448370229116,0.844
69,1.1634122308511523,1.161
70,1.731874087746301,1.726
71,0.2174321565307722,0.215
72,0.14910175785290858,0.147
73,0.2471967146904317,0.247
74,0.3480913114318318,0.345
75,0.504143110726665,0.505
76,0.6888235581753384,0.689
77,0.8810232945812226,0.883
78,1.2050801281541506,1.208
79,1.7778571454306915,1.777
80,0.18142090725247306,0.179
81,0.1589799960907914,0.156
82,0.24644343919013711,0.246
83,0.3433744083567818,0.345
84,0.5029174945855652,0.504
85,0.687012787023219,0.688
86,0.8793474507452006,0.881
87,1.2034607473938774,1.206
88,1.77674123565446,1.775
89,0.1843981586854211,0.181
90,0.15833290716717796,0.155
91,0.2457502480491729,0.246
92,0.34235348236431173,0.344
93,0.5017568509040848,0.503
94,0.6857523233039138,0.686
95,0.8776854555744591,0.88
96,1.2021104469572645,1.204
97,1.774943745658803,1.772
98,0.19724580673727599,0.194
99,0.16668285176014241,0.163
100,0.24504677066686908,0.245
101,0.3414722094474587,0.343
102,0.5006244149466046,0.502
103,0.6843115447347039,0.685
104,0.8763432807649834,0.878
105,1.2001920494608018,1.202
106,1.7721225696389586,1.77
107,0.21474978081178686,0.212
108,0.1789692304631021,0.174
109,0.24418114192237161,0.244
110,0.34061202239592725,0.342
111,0.4995485692323862,0.501
112,0.6826901261619593,0.684
113,0.8746391845992718,0.877
114,1.1984972015821689,1.201
115,1.7709316326467073,1.768
116,0.2285248973510825,0.227
117,0.18538116064375787,0.18
118,0.2434701815500242,0.244
119,0.3397068219543522,0.341
120,0.49850333900816324,0.499
121,0.6812307070316352,0.682
122,0.8732857639641725,0.875
123,1.1964152672514385,1.199
124,1.7687207619259129,1.766
125,0.2459994021389742,0.247
126,0.18515853082021816,0.18
127,0.242755232943902,0.243
128,0.3388558725365092,0.34
129,0.49735385157346923,0.498
130,0.6797865042553728,0.681
131,0.871792157145028,0.873
132,1.1945935421725213,1.197
133,1.7661855714545498,1.764
134,0.2632632875068841,0.262
135,0.19290591709820126,0.188
136,0.24205320090944427,0.242
137,0.3378038610102523,0.34
138,0.49635079256464,0.497
139,0.678160571245719,0.679
140,0.8701559024521932,0.872
141,1.192879620240874,1.195
142,1.765105121654727,1.762
143,0.24843209042926517,0.244
144,0.19494263432580805,0.19
145,0.24138504509441505,0.242
146,0.3369568082103114,0.339
147,0.49524902886749134,0.496
148,0.6768794192783987,0.678
149,0.8687894695945948,0.87
150,1.191152359544866,1.193
151,1.7623385592414706,1.76
152,0.22177970014408488,0.215
153,0.20226706040018283,0.198
154,0.24070655008874886,0.241
155,0.3360974026633896,0.338
156,0.4941422666825541,0.495
157,0.6753629094536475,0.676
158,0.8669059532669612,0.869
159,1.1893343590956789,1.191
160,1.761488821512143,1.758
161,0.16550911102410049,0.161
162,0.2064561091389694,0.203
163,0.23997297003210716,0.24
164,0.3352368480702277,0.337
165,0.49307095808305923,0.494
166,0.6739154321901049,0.675
167,0.8659449630864688,0.867
168,1.1876209965596711,1.189
169,1.7594301783284692,1.756
170,0.1414161211932563,0.139
171,0.20311769611710329,0.2
172,0.23930325730124613,0.24
173,0.33436822629535135,0.336
174,0.4920287613522487,0.493
175,0.672542040194541,0.673
176,0.863990241062186,0.865
177,1.186107858729186,1.187
178,1.757456559646124,1.753
179,0.0989723245137395,0.101
180,0.21407336651465658,0.212
181,0.23847172257986338,0.239
182,0.33341626620928166,0.335
183,0.4909330895078894,0.492
184,0.6669892033338212,0.672
185,0.8627395205705117,0.864
186,1.1844063414783563,1.185
187,1.7545842045700033,1.751
188,0.09118136929486398,0.095
189,0.21290231794335468,0.211
190,0.23782546440159735,0.238
191,0.3325661248353533,0.335
192,0.4898805405508273,0.491
193,0.6655335971128944,0.671
194,0.8611468129482922,0.862
195,1.1828060662984734,1.183
196,1.7535118523951616,1.749
197,0.09546386820896258,0.099
198,0.21767898878866276,0.218
199,0.23710422069658543,0.238
200,0.3316511083548459,0.334
201,0.4849308130202239,0.49
202,0.6641507024612943,0.669
203,0.8599733039783768,0.861
204,1.1810717002535962,1.181
205,1.7519809044407895,1.747
206,0.11429445154568496,0.115
207,0.21988819434538875,0.221
208,0.23640909330767856,0.237
209,0.3309404320148577,0.333
210,0.48398134240571267,0.488
211,0.6629034095241244,0.668
212,0.858290326426379,0.859
213,1.1794344429360915,1.179
214,1.7498417697975868,1.745
215,0.14345477821839014,0.141
216,0.22300324529972548,0.226
217,0.23577247316975547,0.236
218,0.3300719832994241,0.332
219,0.4827160225041698,0.487
220,0.6612378503917251,0.666
221,0.8569781341996092,0.857
222,1.1776798668388013,1.177
223,1.7480347675990122,1.743
224,0.21958915021319259,0.219
225,0.228909059161714,0.233
226,0.2312699786205865,0.236
227,0.3290569590674295,0.331
228,0.4816833370114195,0.486
229,0.6601152007974922,0.665
230,0.855440343409346,0.856
231,1.1760309148759756,1.175
232,1.74523525381179,1.741
233,0.2922043555901648,0.3
234,0.23509462930952996,0.241
235,0.23061358088578077,0.235
236,0.32825090012636915,0.33
237,0.4807870360505935,0.485
238,0.6584381325304021,0.664
239,0.8538657118796542,0.854
240,1.174047896490827,1.173
241,1.7441378394138312,1.739
242,0.22044086305656196,0.212
243,0.2376065576772588,0.245
244,0.22987470639356755,0.234
245,0.3273968750505418,0.33
246,0.479695071827803,0.484
247,0.6571041592425428,0.662
248,0.8527825502081592,0.853
249,1.1724292801600276,1.172
250,1.7419955198120678,1.737
251,0.08359696247418213,0.087
252,0.24085625044524006,0.249
253,0.2292451687967123,0.234
254,0.3266353938682247,0.329
255,0.4786911038629271,0.483
256,0.6557940924679482,0.661
257,0.8514086456443155,0.851
258,1.1710405954703613,1.17
259,1.7404711759384524,1.735
260,0.06509009706406488,0.072
261,0.24544368954850126,0.256
262,0.22843837862961136,0.233
263,0.32579713443511116,0.328
264,0.47769279783899243,0.482
265,0.6544826304089821,0.659
266,0.8495806021554726,0.849
267,1.1692803337557287,1.168
268,1.7391290380004372,1.733
269,0.08099463017585573,0.085
270,0.24745167576416383,0.259
271,0.22780957982536632,0.232
272,0.32490158971104965,0.327
273,0.4767161662504191,0.481
274,0.6532034697605285,0.658
275,0.8485331115941002,0.848
276,1.1674391393858756,1.166
277,1.7373027524998652,1.731
278,0.10975930697278358,0.11
279,0.24798876992181462,0.26
280,0.22716333901972607,0.232
281,0.3240402630744339,0.326
282,0.47552295082984486,0.48
283,0.6519121855435674,0.657
284,0.8471663177268258,0.846
285,1.165969418873713,1.164
286,1.7353024184435022,1.729
287,0.14491621142630917,0.142
288,0.24841707618919662,0.263
289,0.226517797002737,0.231
290,0.32326045325995656,0.325
291,0.47458143822813925,0.479
292,0.6506593558325675,0.655
293,0.8457128114450776,0.845
294,1.1642364245706387,1.162
295,1.7329179206472023,1.727
296,0.18354453167968177,0.181
297,0.2477500894386091,0.262
298,0.22587333300783086,0.231
299,0.3224335709854331,0.325
300,0.47349948798468033,0.478
301,0.6497681827588668,0.654
302,0.8440243934515796,0.843
303,1.1624876785112321,1.16
304,1.73088115579876,1.725
305,0.1628402017395032,0.16
306,0.15710126266054192,0.154
307,0.24675583957450198,0.247
308,0.3438816024107336,0.345
309,0.5035134305962374,0.505
310,0.6883134137013645,0.689
311,0.8800085499878028,0.882
312,1.2049151199355723,1.208
313,1.777313238421536,1.775
314,0.2150701188733375,0.212
315,0.15980973604377247,0.156
316,0.24607499922780263,0.246
317,0.34295013913771366,0.344
318,0.5025204013407201,0.503
319,0.6867359459673656,0.687
320,0.8786671789367755,0.881
321,1.2028483991966978,1.206
322,1.7757856041784281,1.773
323,0.18550047728340324,0.183
324,0.1638525407727034,0.16
325,0.24530816204826777,0.245
326,0.34212185627643743,0.343
327,0.5013914753442075,0.502
328,0.6849862983232424,0.686
329,0.8768478096609518,0.879
330,1.2010504961978528,1.204
331,1.773814266720167,1.771
332,0.19016052069005007,0.187
333,0.1771458962117578,0.172
334,0.24463670563830475,0.245
335,0.341069304048361,0.343
336,0.5000801284326435,0.501
337,0.6838048753729662,0.684
338,0.8756471029803266,0.878
339,1.1996206237881328,1.202
340,1.7711625344759676,1.769
341,0.20171533893560034,0.199
342,0.17448960444940398,0.17
343,0.24394899778475065,0.244
344,0.34022911947706036,0.342
345,0.4991474058465266,0.5
346,0.6823844581658316,0.683
347,0.8738778057424763,0.876
348,1.1979869631360205,1.2
349,1.7695229689089174,1.767
350,0.2195004854337217,0.217
351,0.19244230329217338,0.187
